_id,OBJECTID,GEO_ID,NAME,SCHOOL_LEVEL,SCHOOL_TYPE,BOARD_NAME,SOURCE_ADDRESS,SCHOOL_TYPE_DESC,ADDRESS_POINT_ID,ADDRESS_NUMBER,LINEAR_NAME_FULL,ADDRESS_FULL,POSTAL_CODE,MUNICIPALITY,CITY,PLACE_NAME,GENERAL_USE_CODE,CENTRELINE_ID,LO_NUM,LO_NUM_SUF,HI_NUM,HI_NUM_SUF,LINEAR_NAME_ID,X,Y,LATITUDE,LONGITUDE,geometry
4580,713,375326,Milliken Public School,,EP,Toronto District School Board,130 Port Royal Trl,English Public,375326,130,Port Royal Trl,130 Port Royal Trl,M1V 2T4,Scarborough,Toronto,Milliken Public School,102001,103623,130,,,,8721,321798.793,4852757.451,43.81659516,-79.28850017,"{u'type': u'Point', u'coordinates': (-79.2884969458, 43.8165865458)}"
4581,714,1018827,Millwood Jr School,,EP,Toronto District School Board,222 Mill Rd,English Public,1018827,222,Mill Rd,222 Mill Rd,M9C 1Y2,Etobicoke,Toronto,,102001,912833,222,,,,2111,298561.331,4832383.31,43.63336228,-79.57711952,"{u'type': u'Point', u'coordinates': (-79.5771195166, 43.633362281)}"
4582,715,570770,Milne Valley Middle School,,EP,Toronto District School Board,100 Underhill Dr,English Public,570770,100,Underhill Dr,100 Underhill Dr,M3A 2J9,North York,Toronto,Milne Valley Middle School,102001,441523,100,,,,6965,318740.749,4845041.959,43.74721065,-79.32671234,"{u'type': u'Point', u'coordinates': (-79.3267091237, 43.7472020482)}"
4583,716,7890983,Mimico Adult Centre,,EP,Toronto District School Board,255 Royal York Rd,English Public,7890983,255,Royal York Rd,255 Royal York Rd,M8V 2V8,Etobicoke,Toronto,,102001,7846747,255,,,,2413,305044.462,4830084.189,43.61270075,-79.49677699,"{u'type': u'Point', u'coordinates': (-79.4967737195, 43.6126921737)}"
4584,717,9311721,Mindwerx4kids Learning Centre School,,PR,,76 Anglesey Blvd,Priv,9311721,76,Anglesey Blvd,76 Anglesey Blvd,M9A 3C1,Etobicoke,Toronto,Humber Valley United Church,109001,9311720,76,,,,1045,302446.33,4835911.009,43.66514579,-79.52899029,"{u'type': u'Point', u'coordinates': (-79.528987009, 43.6651372056)}"
4585,718,2565760,Monarch Park Collegiate Institute,,EP,Toronto District School Board,1 Hanson St,English Public,2565760,1,Hanson St,1 Hanson St,M4J 1G6,former Toronto,Toronto,Monarch Park Collegiate,102002,2565761,1,,,,3604,319073.92,4837496.879,43.67928073,-79.32277189,"{u'type': u'Point', u'coordinates': (-79.3227718926, 43.6792807308)}"
4586,719,7274128,Monseigneur De Charbonnel Catholic Secondary School,,FS,Conseil scolaire de district catholique Centre-Sud,110 Drewry Ave,French Separate,7274128,110,Drewry Ave,110 Drewry Ave,M2M 1C8,North York,Toronto,Mgr-De-Charbonnel,102004,7274121,110,,,,5435,310932.823,4849409.941,43.78663306,-79.42361039,"{u'type': u'Point', u'coordinates': (-79.4236071352, 43.7866244565)}"
4587,720,839707,Monsignor Fraser College - Annex Campus,,ES,Toronto Catholic District School Board,700 Markham St,English Separate,839707,700,Markham St,700 Markham St,M6G 2M3,former Toronto,Toronto,St. Peter,102003,1142809,700,,,,3927,311739.697,4836149.275,43.66726364,-79.4137545,"{u'type': u'Point', u'coordinates': (-79.4137512619, 43.6672550542)}"
4588,721,7753848,Monsignor Fraser College - Isabella Campus,,ES,Toronto Catholic District School Board,146 Isabella St,English Separate,7753848,146,Isabella St,146 Isabella St,M4Y 1P6,former Toronto,Toronto,Msgr. Fraser College Toronto Campus,102004,7753839,146,,,,3734,314690.777,4836435.656,43.66980805,-79.3771566,"{u'type': u'Point', u'coordinates': (-79.3771533743, 43.6697994649)}"
4589,722,7472039,Monsignor Fraser College - Midland and Midland North Campuses,,ES,Toronto Catholic District School Board,2900 Midland Ave,English Separate,7472039,2900,Midland Ave,2900 Midland Ave,M1S 3K8,Scarborough,Toronto,Msgr.  Fraser College Midland Campus,102003,7472038,2900,,,,8496,322026.807,4851034.083,43.80107778,-79.2857207,"{u'type': u'Point', u'coordinates': (-79.285717492, 43.8010691647)}"
4590,723,11901997,Monsignor Fraser College - Midtown Campus,,ES,Toronto Catholic District School Board,36 Eglinton Ave W,English Separate,11901997,36,Eglinton Ave W,36 Eglinton Ave W,M4R 1A1,former Toronto,Toronto,,104008,11901981,36,,,,571,312846.657,4840521.122,43.706595,-79.39996076,"{u'type': u'Point', u'coordinates': (-79.399960754, 43.7065950023)}"
4591,724,4570683,Monsignor Fraser College - Norfinch Campus,,ES,Toronto Catholic District School Board,45 Norfinch Dr,English Separate,4570683,45,Norfinch Dr,45 Norfinch Dr,M3N 1W8,North York,Toronto,Regina Pacis,102004,4570685,45,,,,6297,302606.741,4846206.268,43.75781812,-79.52704624,"{u'type': u'Point', u'coordinates': (-79.5270429515, 43.7578095275)}"
4592,725,498533,Monsignor Fraser College - Our Lady of Mount Carmel Campus,,ES,Toronto Catholic District School Board,270 Cherokee Blvd,English Separate,498533,270,Cherokee Blvd,270 Cherokee Blvd,M2H 3B9,North York,Toronto,Our Lady Of Mount Carmel Catholic School,102003,30062480,270,,,,5182,317917.187,4850529.801,43.79661393,-79.3368021,"{u'type': u'Point', u'coordinates': (-79.3368020983, 43.796613926)}"
4593,726,865004,Monsignor Fraser College - St Martin Campus,,ES,Toronto Catholic District School Board,55 Salisbury Ave,English Separate,865004,55,Salisbury Ave,55 Salisbury Ave,M4X 1C5,former Toronto,Toronto,St. Martin Catholic School,102003,20037875,55,,,,4355,315717.643,4836145.647,43.66717452,-79.36442585,"{u'type': u'Point', u'coordinates': (-79.3644258454, 43.6671745214)}"
4594,727,8192155,Monsignor John Corrigan Catholic Elementary School,,ES,Toronto Catholic District School Board,100 Royalcrest Rd,English Separate,8192155,100,Royalcrest Rd,100 Royalcrest Rd,M9V 5B4,Etobicoke,Toronto,Msgr. John Corrigan Catholic School,102003,8192154,100,,,,2415,296327.332,4845518.182,43.75157864,-79.605017,"{u'type': u'Point', u'coordinates': (-79.6050136937, 43.7515700508)}"
4595,728,9667012,Monsignor Percy Johnson Catholic Secondary School,,ES,Toronto Catholic District School Board,2170 Kipling Ave,English Separate,9667012,2170,Kipling Ave,2170 Kipling Ave,M9W 4K9,Etobicoke,Toronto,Msgr. Percy Johnson Catholic High School,102004,9666999,2170,,,,1935,298981.588,4842085.223,43.72070325,-79.57202018,"{u'type': u'Point', u'coordinates': (-79.5720168856, 43.7206946675)}"
4596,729,8407358,Montcrest Elementary School,,PR,,4 Montcrest Blvd,Priv,8407358,4,Montcrest Blvd,4 Montcrest Blvd,M4K 1J7,former Toronto,Toronto,,115001,30098074,4,,,,4009,316269.29,4836812.277,43.67316676,-79.35757145,"{u'type': u'Point', u'coordinates': (-79.3575714495, 43.6731667604)}"
4597,730,3244830,Montessori Education Centre School,,PR,,16 Thorncliffe Park Dr,Priv,3244830,16,Thorncliffe Park Dr,16 Thorncliffe Park Dr,M4H 1H4,East York,Toronto,Chapel In The Park,109001,3244864,16,,,,354,317082.501,4840245.857,43.70406893,-79.34741129,"{u'type': u'Point', u'coordinates': (-79.3474080681, 43.7040603448)}"
4598,731,7994686,Montessori Jewish Day School,,PR,,55 Yeomans Rd,Priv,7994686,55,Yeomans Rd,55 Yeomans Rd,M3H 3J7,North York,Toronto,Beth David Bnai Israel Synagogue,109001,7994687,55,,,,7138,309629.34,4845256.792,43.74925946,-79.43984309,"{u'type': u'Point', u'coordinates': (-79.4398398275, 43.7492508687)}"
4599,732,369282,Montessori Village and Education Centre School,,PR,,297 Old Kingston Rd,Priv,369282,297,Old Kingston Rd,297 Old Kingston Rd,M1C 1B4,Scarborough,Toronto,,112001,106765,297,,,,8613,331279.21,4849033.223,43.78279653,-79.17083316,"{u'type': u'Point', u'coordinates': (-79.1708299848, 43.7827879223)}"
4600,733,844204,Montrose Jr Public School,,EP,Toronto District School Board,301 Montrose Ave,English Public,844204,301,Montrose Ave,301 Montrose Ave,M6G 3G9,former Toronto,Toronto,Montrose Public School,102001,1144176,301,,,,4013,311330.022,4835196.422,43.65869017,-79.41884696,"{u'type': u'Point', u'coordinates': (-79.4188437208, 43.6586815852)}"
4601,734,20037846,Morrish Public School,,EP,Toronto District School Board,61 Canmore Blvd,English Public,20037846,61,Canmore Blvd,61 Canmore Blvd,M1C 3T7,Scarborough,Toronto,Morrish Public School,102001,6444773,61,,,,9526,330595.414,4850186.005,43.79319654,-79.17927321,"{u'type': u'Point', u'coordinates': (-79.1792700315, 43.7931879169)}"
4602,735,779906,Morse Street Jr Public School,,EP,Toronto District School Board,180 Carlaw Ave,English Public,779906,180,Carlaw Ave,180 Carlaw Ave,M4M 2R9,former Toronto,Toronto,Morse Street Junior Public School,102001,14038008,180,,,,56,317675.501,4835370.589,43.6601755,-79.34016991,"{u'type': u'Point', u'coordinates': (-79.3401666941, 43.6601669225)}"
4603,736,1027151,Mother Cabrini Catholic Elementary School,,ES,Toronto Catholic District School Board,720 Renforth Dr,English Separate,1027151,720,Renforth Dr,720 Renforth Dr,M9C 2N9,Etobicoke,Toronto,Mother Cabrini,102003,910405,720,,,,2353,297823.491,4835763.094,43.66378668,-79.58631138,"{u'type': u'Point', u'coordinates': (-79.5863080877, 43.663778108)}"
4604,737,8004943,Mountview Alternative Jr School,,EP,Toronto District School Board,99 Mountview Ave,English Public,8004943,99,Mountview Ave,99 Mountview Ave,M6P 2L5,former Toronto,Toronto,Keele Street Public School,102001,8004908,99,,,,4028,307881.727,4835063.561,43.65751606,-79.46159984,"{u'type': u'Point', u'coordinates': (-79.4615965745, 43.6575074743)}"
4605,738,544255,Muirhead Public School,,EP,Toronto District School Board,25 Muirhead Rd,English Public,544255,25,Muirhead Rd,25 Muirhead Rd,M2J 3W3,North York,Toronto,Muirhead Public School,102001,437939,25,,,,6256,317868.854,4848559.944,43.77889263,-79.33745341,"{u'type': u'Point', u'coordinates': (-79.3374501774, 43.7788840209)}"
4606,739,334373,Namf Islamic Academy School,,PR,,4140 Finch Ave E,Priv,334373,4140,Finch Ave E,4140 Finch Ave E,M1S 3T9,Scarborough,Toronto,,113001,104799,4140,,,,5589,321669.479,4851311.351,43.8035817,-79.29015283,"{u'type': u'Point', u'coordinates': (-79.2901496154, 43.8035730836)}"
4607,740,10924126,National Ballet School,,PR,,400 Jarvis St,Priv,10924126,400,Jarvis St,400 Jarvis St,M4Y 2G6,former Toronto,Toronto,National Ballet School,106008,20058417,400,,,,3741,314657.118,4835746.684,43.66360672,-79.37758652,"{u'type': u'Point', u'coordinates': (-79.3775832929, 43.6635981417)}"
4608,741,762114,Native Learning Centre,,EP,Toronto District School Board,83 Alexander St,English Public,762114,83,Alexander St,83 Alexander St,M4Y 1B7,former Toronto,Toronto,Church Street Public School,102001,14023586,83,,,,9761,314528.488,4835747.647,43.66360843,-79.37917817,"{u'type': u'Point', u'coordinates': (-79.3791781654, 43.6636084257)}"
4609,742,341419,Native Learning Centre East,,EP,Toronto District School Board,145 Guildwood  Pkwy,English Public,341419,145,Guildwood Pkwy,145 Guildwood Pkwy,M1E 1P5,Scarborough,Toronto,Sir Wilfrid Laurier Collegiate Institute,102002,110088,145,,,,8047,329187.932,4845053.067,43.74704211,-79.19699466,"{u'type': u'Point', u'coordinates': (-79.1969914784, 43.7470335032)}"
4610,743,3049684,Nativity of Our Lord Catholic Elementary School,,ES,Toronto Catholic District School Board,35 Saffron Cres,English Separate,3049684,35,Saffron Cres,35 Saffron Cres,M9C 3T8,Etobicoke,Toronto,Nativity Of Our Lord,102003,3049685,35,,,,2425,298704.53,4834578.517,43.65313182,-79.57537347,"{u'type': u'Point', u'coordinates': (-79.5753701768, 43.653123242)}"
4611,744,11915543,Neil McNeil Catholic High School,,ES,Toronto Catholic District School Board,127 Victoria Park Ave,English Separate,11915543,127,Victoria Park Ave,127 Victoria Park Ave,M4E 3S2,Scarborough,Toronto,Neil Mcneil,102004,30077402,127,,,,370,322272.864,4837499.321,43.67923485,-79.28309715,"{u'type': u'Point', u'coordinates': (-79.2830971582, 43.6792348546)}"
4612,745,7635592,Nelson Mandela Park Public School,,EP,Toronto District School Board,440 Shuter St,English Public,7635592,440,Shuter St,440 Shuter St,M5A 1X6,former Toronto,Toronto,Park Junior & Senior Public School,102002,30075973,440,,,,4403,316027.572,4835166.101,43.65835275,-79.36060291,"{u'type': u'Point', u'coordinates': (-79.3606029145, 43.6583527505)}"
4613,746,331512,New Covenant Church School,,PR,,1800 Ellesmere Rd,Priv,331512,1800,Ellesmere Rd,1800 Ellesmere Rd,M1H 2V5,Scarborough,Toronto,,113001,107745,1800,,,,7835,325324.6,4848095.475,43.7745437,-79.2448478,"{u'type': u'Point', u'coordinates': (-79.2448446014, 43.7745350941)}"
4614,747,30030968,New Haven Learning Centre for Children,,PR,,301 Lanor  Ave,Priv,30030968,301,Lanor Ave,301 Lanor Ave,M8W 2R1,Etobicoke,Toronto,,102001,7323710,301,,,,1972,302071.066,4829917.776,43.61118967,-79.53361048,"{u'type': u'Point', u'coordinates': (-79.5336104774, 43.6111896759)}"
4615,748,10747544,New Oriental International College,,PR,,3660 Midland Ave,Priv,10747544,3660,Midland Ave,3660 Midland Ave,M1V 0B8,Scarborough,Toronto,,115001,30020038,3660,,,,8496,321466.7,4852416.62,43.81353482,-79.29263883,"{u'type': u'Point', u'coordinates': (-79.2926356193, 43.8135262046)}"
4616,749,877371,Newton International College School,,PR,,17 Toronto St,Priv,877371,17,Toronto St,17 Toronto St,M5C 2R1,former Toronto,Toronto,,104008,14662336,17,,,,4556,314785.606,4834287.868,43.65047387,-79.37602014,"{u'type': u'Point', u'coordinates': (-79.3760168994, 43.6504652934)}"
4617,750,10335749,Newtonbrook Secondary School,,EP,Toronto District School Board,155 Hilda Ave,English Public,10335749,155,Hilda Ave,155 Hilda Ave,M2M 1V6,North York,Toronto,Newtonbrook Secondary School,102002,10335742,155,,,,5839,310720.02,4850179.081,43.79355774,-79.42624584,"{u'type': u'Point', u'coordinates': (-79.4262425901, 43.7935491355)}"
4618,751,12267344,Niagara Street Jr Public School,,EP,Toronto District School Board,222 Niagara St,English Public,12267344,222,Niagara St,222 Niagara St,M6J 2L3,former Toronto,Toronto,Niagara St Public School,102001,12267343,222,,,,4060,312186.039,4833559.176,43.64394604,-79.40825617,"{u'type': u'Point', u'coordinates': (-79.408252925, 43.6439374595)}"
4619,752,11739450,Nile Academy School Blue Haven Campus,,PR,,5 Blue Haven Cres,Priv,11739450,5,Blue Haven Cres,5 Blue Haven Cres,M9M 1W6,North York,Toronto,Bambolino Preschool Montessori Academy,115001,30001654,5,,,,11430,300091.695,4844731.374,43.74453019,-79.55826632,"{u'type': u'Point', u'coordinates': (-79.5582630205, 43.7445216084)}"
4620,753,10747544,NOIC Academy,,PR,,3660 Midland Ave,Priv,10747544,3660,Midland Ave,3660 Midland Ave,M1V 0B8,Scarborough,Toronto,,115001,30020038,3660,,,,8496,321466.7,4852416.62,43.81353482,-79.29263883,"{u'type': u'Point', u'coordinates': (-79.2926356193, 43.8135262046)}"
4621,754,1027292,Noori Islamic Institute Elementary School,,PR,,100 Rexdale Blvd,Priv,1027292,100,Rexdale Blvd,100 Rexdale Blvd,M9W 1N7,Etobicoke,Toronto,,104008,908034,100,,,,2361,299623.462,4841188.069,43.71263214,-79.56404487,"{u'type': u'Point', u'coordinates': (-79.564041582, 43.712623559)}"
4622,755,325679,Norman Cook Jr Public School,,EP,Toronto District School Board,725 Danforth Rd,English Public,325679,725,Danforth Rd,725 Danforth Rd,M1K 1G4,Scarborough,Toronto,Norman Cook Junior Public School,102001,30015906,725,,,,7707,324299.976,4841927.04,43.71904773,-79.25779832,"{u'type': u'Point', u'coordinates': (-79.2577951259, 43.7190391303)}"
4623,756,510159,Norman Ingram Public School,,EP,Toronto District School Board,50 Duncairn Rd,English Public,510159,50,Duncairn Rd,50 Duncairn Rd,M3B 1C8,North York,Toronto,Norman Ingram Public School,102001,442273,50,,,,5453,316898.129,4844232.972,43.73996105,-79.34960938,"{u'type': u'Point', u'coordinates': (-79.3496061486, 43.7399524524)}"
4624,757,7794390,Norseman Jr Middle School,,EP,Toronto District School Board,105 Norseman St,English Public,7794390,105,Norseman St,105 Norseman St,M8Z 2R1,Etobicoke,Toronto,Norseman Community School And Pool - Building Grounds,106007,7794393,105,,,,2193,303466.404,4832485.423,43.63430526,-79.51632975,"{u'type': u'Point', u'coordinates': (-79.5163297489, 43.6343052597)}"
4625,758,365117,North Agincourt Jr Public School,,EP,Toronto District School Board,60 Moran Rd,English Public,365117,60,Moran Rd,60 Moran Rd,M1S 2J3,Scarborough,Toronto,North Agincourt Junior Public School,102001,105519,60,,,,8529,322792.957,4850523.323,43.79646232,-79.27621601,"{u'type': u'Point', u'coordinates': (-79.2762127949, 43.7964537062)}"
4626,759,3497653,North Albion Collegiate Institute,,EP,Toronto District School Board,2580 Kipling Ave,English Public,3497653,2580,Kipling Ave,2580 Kipling Ave,M9V 3B2,Etobicoke,Toronto,North Albion Collegiate Institute,102002,3497654,2580,,,,1935,297927.046,4845024.338,43.74715016,-79.58514608,"{u'type': u'Point', u'coordinates': (-79.5851427788, 43.7471415695)}"
4627,760,303840,North Bendale Jr Public School,,EP,Toronto District School Board,29 Aveline Cres,English Public,303840,29,Aveline Cres,29 Aveline Cres,M1H 2P4,Scarborough,Toronto,North Bendale Junior Public School,102001,108255,29,,,,7259,325101.233,4847641.369,43.77046232,-79.24763967,"{u'type': u'Point', u'coordinates': (-79.2476364655, 43.7704537109)}"
4628,761,321476,North Bridlewood Jr Public School,,EP,Toronto District School Board,50 Collingsbrook Blvd,English Public,321476,50,Collingsbrook Blvd,50 Collingsbrook Blvd,M1W 1L7,Scarborough,Toronto,North Bridlewood Public School,102001,106384,50,,,,7625,319384.827,4849677.651,43.78892496,-79.31859031,"{u'type': u'Point', u'coordinates': (-79.3185870835, 43.7889163555)}"
4629,762,9950376,North East Year Round Alternative School,,EP,Toronto District School Board,2900 Don Mills Rd E,English Public,9950376,2900,Don Mills Rd E,2900 Don Mills Rd E,M2J 3B6,North York,Toronto,Woodbine Junior High School,102001,9950377,2900,,,,5398,316959.604,4848896.881,43.78194088,-79.34874146,"{u'type': u'Point', u'coordinates': (-79.3487382275, 43.7819322764)}"
4630,763,14073053,North Kipling Jr Middle School,,EP,Toronto District School Board,2 Rowntree Rd,English Public,14073053,2,Rowntree Rd,2 Rowntree Rd,M9V 5C7,Etobicoke,Toronto,North Kipling Community Centre,106007,30088407,2,,,,2408,297947.748,4845537.631,43.75176209,-79.58489255,"{u'type': u'Point', u'coordinates': (-79.5848925483, 43.7517620918)}"
4631,764,870542,North Preparatory Jr Public School,,EP,Toronto District School Board,1100 Spadina Rd,English Public,870542,1100,Spadina Rd,1100 Spadina Rd,M5N 2M6,former Toronto,Toronto,North Preparatory Public School,102001,1138559,1100,,,,4428,311200.75,4840395.708,43.70549092,-79.42038828,"{u'type': u'Point', u'coordinates': (-79.4203850253, 43.7054823291)}"
4632,765,9602753,North Toronto Christian School,,PR,,255 Yorkland Blvd,Priv,9602753,255,Yorkland Blvd,255 Yorkland Blvd,M2J 1S3,North York,Toronto,,115001,9602752,255,,,,7150,317926.335,4847954.459,43.77344162,-79.33675392,"{u'type': u'Point', u'coordinates': (-79.3367506937, 43.7734330101)}"
4633,766,20097962,North Toronto Collegiate Institute,,EP,Toronto District School Board,17 Broadway Ave,English Public,20097962,17,Broadway Ave,17 Broadway Ave,M4P 1T7,former Toronto,Toronto,,102002,7632816,17,,,,45,313066.287,4840865.613,43.709702,-79.39723356,"{u'type': u'Point', u'coordinates': (-79.3972303253, 43.7096934093)}"
4634,767,7156941,North West Year Round Alternative,,EP,Toronto District School Board,425 Patricia Ave,English Public,7156941,425,Patricia Ave,425 Patricia Ave,M2R 2N1,North York,Toronto,Fisherville Junior High School,102001,7156908,425,,,,6386,309532.641,4849180.054,43.78457409,-79.44100951,"{u'type': u'Point', u'coordinates': (-79.441006246, 43.7845654878)}"
4635,768,11129857,North York LINC,,EP,Toronto District School Board,685 Sheppard Ave E,English Public,11129857,685,Sheppard Ave E,685 Sheppard Ave E,M2K 1B6,North York,Toronto,,115001,11129851,685,,,,6698,314574.837,4847380.296,43.76832505,-79.37839582,"{u'type': u'Point', u'coordinates': (-79.3783925772, 43.7683164394)}"
4636,769,845013,Northern Secondary School,,EP,Toronto District School Board,851 Mount Pleasant Rd,English Public,845013,851,Mount Pleasant Rd,851 Mount Pleasant Rd,M4P 2L5,former Toronto,Toronto,Northern Secondary School,102002,1138214,851,,,,4022,313635.616,4840960.068,43.71054569,-79.39016754,"{u'type': u'Point', u'coordinates': (-79.3901642998, 43.7105370976)}"
4637,770,33244,Northlea Elementary and Middle School,,EP,Toronto District School Board,305 Rumsey Rd,English Public,33244,305,Rumsey Rd,305 Rumsey Rd,M4G 1R4,East York,Toronto,Northlea Public School,102001,222,305,,,,318,315245.869,4841416.331,43.71463222,-79.37017668,"{u'type': u'Point', u'coordinates': (-79.3701734481, 43.7146236231)}"
4638,771,11541973,Northmount Elementary School,,PR,,26 Mallard Rd,Priv,11541973,26,Mallard Rd,26 Mallard Rd,M3B 1S3,North York,Toronto,,115001,11541970,26,,,,6135,316870.31,4845096.119,43.74773092,-79.34993545,"{u'type': u'Point', u'coordinates': (-79.3499322134, 43.7477223223)}"
4639,772,515952,Northview Heights Secondary School,,EP,Toronto District School Board,550 Finch Ave W,English Public,515952,550,Finch Ave W,550 Finch Ave W,M2R 1N6,North York,Toronto,Northview Heights Secondary School,102002,20092034,550,,,,1610,309105.289,4848053.647,43.77442921,-79.44632478,"{u'type': u'Point', u'coordinates': (-79.446324778, 43.7744292061)}"
4640,773,14198771,Norway Jr Public School,,EP,Toronto District School Board,390 Kingston Rd,English Public,14198771,390,Kingston Rd,390 Kingston Rd,M4L 1T9,former Toronto,Toronto,Norway Public School,102002,1140851,390,,,,3786,320373.067,4837166.283,43.67628763,-79.30667191,"{u'type': u'Point', u'coordinates': (-79.3066687043, 43.676279047)}"
4641,774,6294727,Notre Dame Catholic High School,,ES,Toronto Catholic District School Board,12 Malvern Ave,English Separate,6294727,12,Malvern Ave,12 Malvern Ave,M4E 3E1,former Toronto,Toronto,Notre Dame,102004,1140104,12,,,,3904,321463.411,4837658.484,43.68069437,-79.29313458,"{u'type': u'Point', u'coordinates': (-79.2931313771, 43.6806857788)}"
4642,775,993855,Notre Dame De Grace Catholic Elementary School,,FS,Conseil scolaire de district catholique Centre-Sud,59 Clement Rd,French Separate,993855,59,Clement Rd,59 Clement Rd,M9R 1Y5,Etobicoke,Toronto,Richview Park,102001,909476,59,,,,1358,299983.62,4837504.407,43.67946894,-79.55953947,"{u'type': u'Point', u'coordinates': (-79.5595394717, 43.679468944)}"
4643,776,7955771,Oak Learners,,PR,,394 Royal York Rd,Priv,7955771,394,Royal York Rd,394 Royal York Rd,M8Y 2R3,Etobicoke,Toronto,,115001,7955692,394,,,,2413,304794.981,4830787.41,43.61903068,-79.49986795,"{u'type': u'Point', u'coordinates': (-79.4998646877, 43.6190221048)}"
4644,777,523032,Oakdale Park Middle School,,EP,Toronto District School Board,315 Grandravine Dr,English Public,523032,315,Grandravine Dr,315 Grandravine Dr,M3N 1J5,North York,Toronto,Oakdale Park Middle School,102001,30100304,315,,,,5733,303818.52,4845056.742,43.74746507,-79.51199206,"{u'type': u'Point', u'coordinates': (-79.5119920581, 43.7474650746)}"
4645,778,315052,Oakridge Jr Public School,,EP,Toronto District School Board,110 Byng Ave,English Public,315052,110,Byng Ave,110 Byng Ave,M1L 3P1,Scarborough,Toronto,Oakridge Junior Public School,102001,112907,110,,,,9832,322312.993,4839246.513,43.69496934,-79.28254604,"{u'type': u'Point', u'coordinates': (-79.2825428292, 43.694960747)}"
4646,779,12116136,Oakwood Collegiate Institute,,EP,Toronto District School Board,991 St Clair Ave W,English Public,12116136,991,St Clair Ave W,991 St Clair Ave W,M6E 1A3,former Toronto,Toronto,Oakwood Collegiate Institute,102002,12116129,991,,,,890,309913.865,4837414.217,43.67866447,-79.43638226,"{u'type': u'Point', u'coordinates': (-79.4363790056, 43.6786558887)}"
4647,780,13972658,Oakwood Village Montessori School,,PR,,473 Oakwood Ave,Priv,13972658,473,Oakwood Ave,473 Oakwood Ave,M6E 2W4,York,Toronto,,107010,8083,473,,,,794,309633.785,4838791.38,43.69106252,-79.43984455,"{u'type': u'Point', u'coordinates': (-79.4398412899, 43.6910539306)}"
4648,781,3948771,Oasis Alternative Secondary School,,EP,Toronto District School Board,20 Brant St,English Public,3948771,20,Brant St,20 Brant St,M5V 2M1,former Toronto,Toronto,Alpha Alternative Junior Public School,102001,14036014,20,,,,3055,312994.999,4833758.386,43.64573061,-79.39822582,"{u'type': u'Point', u'coordinates': (-79.3982225847, 43.6457220332)}"
4649,782,12631087,OCAD University - Aboveground Art Supplies,,U,,74 McCaul St,University,12631087,74,Mc Caul St,74 Mc Caul St,M5T 3K2,former Toronto,Toronto,,115001,12631085,74,,,,3951,313583.703,4834508.167,43.65247196,-79.39091619,"{u'type': u'Point', u'coordinates': (-79.390912964, 43.6524633701)}"
4652,785,14606896,OCAD University - Main Building,,U,,100 McCaul St,University,14606896,100,Mc Caul St,100 Mc Caul St,M5T 1W1,former Toronto,Toronto,,102008,12631085,100,,,,3951,313560.068,4834568.129,43.65301195,-79.39120822,"{u'type': u'Point', u'coordinates': (-79.3912049794, 43.6530033697)}"
4654,787,14208234,OCAD University - Student Centre,,U,,51 McCaul St,University,14208234,51,Mc Caul St,51 Mc Caul St,M5T 2W7,former Toronto,Toronto,,115001,10947999,51,,,,3951,313645.374,4834440.95,43.65186619,-79.39015277,"{u'type': u'Point', u'coordinates': (-79.3901495341, 43.6518576128)}"
4655,788,7796143,OCAD University - The Learning Zone,,U,,122 St Patrick St,University,7796143,122,St Patrick St,122 St Patrick St,M5T 2X8,former Toronto,Toronto,,112001,14121645,122,,,,4471,313645.654,4834620.35,43.65347235,-79.39014331,"{u'type': u'Point', u'coordinates': (-79.3901433056, 43.6534723512)}"
4656,789,8609165,O'Connor Public School,,EP,Toronto District School Board,1665 O'Connor Dr,English Public,8609165,1665,O'Connor Dr,1665 O'Connor Dr,M4A 1W5,North York,Toronto,O'Connor Public School,102001,8609163,1665,,,,274,320565.486,4841635.98,43.71651592,-79.30415535,"{u'type': u'Point', u'coordinates': (-79.3041521329, 43.7165073254)}"
4657,790,7777140,Odyssey Heights School for Girls,,PR,,28 Fairlawn Ave,Priv,7777140,28,Fairlawn Ave,28 Fairlawn Ave,M5M 1S7,former Toronto,Toronto,Fairlawn Avenue United Church,109001,14036751,28,,,,3421,312442.977,4843230.692,43.73099782,-79.40493465,"{u'type': u'Point', u'coordinates': (-79.404931403, 43.7309892275)}"
4658,791,869050,Odyssey Montessori School  - Sorauren,,PR,,136 Sorauren Ave,Priv,869050,136,Sorauren Ave,136 Sorauren Ave,M6R 2E4,former Toronto,Toronto,Greek Orthodox Cathedral Of,109001,1146663,136,,,,4419,309398.026,4833514.823,43.64356788,-79.44281428,"{u'type': u'Point', u'coordinates': (-79.4428110213, 43.6435593023)}"
4659,792,782703,Odyssey Montessori School - Christie,,PR,,256 Christie St,Priv,782703,256,Christie St,256 Christie St,M6G 3B8,former Toronto,Toronto,,107010,14012374,256,,,,3165,311117.714,4836524.395,43.67064544,-79.42146261,"{u'type': u'Point', u'coordinates': (-79.4214593683, 43.6706368565)}"
4660,793,853889,Ogden Jr Public School,,EP,Toronto District School Board,33 Phoebe St,English Public,853889,33,Phoebe St,33 Phoebe St,M5T 1A8,former Toronto,Toronto,Ogden Public School,102001,20089930,33,,,,4188,313244.127,4834235.523,43.6500222,-79.39513009,"{u'type': u'Point', u'coordinates': (-79.395126856, 43.6500136151)}"
