_id,OBJECTID,GEO_ID,NAME,SCHOOL_LEVEL,SCHOOL_TYPE,BOARD_NAME,SOURCE_ADDRESS,SCHOOL_TYPE_DESC,ADDRESS_POINT_ID,ADDRESS_NUMBER,LINEAR_NAME_FULL,ADDRESS_FULL,POSTAL_CODE,MUNICIPALITY,CITY,PLACE_NAME,GENERAL_USE_CODE,CENTRELINE_ID,LO_NUM,LO_NUM_SUF,HI_NUM,HI_NUM_SUF,LINEAR_NAME_ID,X,Y,LATITUDE,LONGITUDE,geometry
4325,458,7963296,Gradale Academy Elementary School,,PR,,159 Roxborough Dr,Priv,7963296,159,Roxborough Dr,159 Roxborough Dr,M4W 1X7,former Toronto,Toronto,Rosedale United Church,109001,30040112,159,,,,4330,315075.473,4838028.809,43.68413417,-79.37235301,"{u'type': u'Point', u'coordinates': (-79.37235301, 43.6841341694)}"
4326,459,1008939,Grade Learning School - Etobicoke Campus,,PR,,1243 Islington Ave,Priv,1008939,1243,Islington Ave,1243 Islington Ave,M8X 1Y9,Etobicoke,Toronto,United Church Of God Canada,109001,30067908,1243,,,,1863,302887.79,4833776.829,43.64592793,-79.52350443,"{u'type': u'Point', u'coordinates': (-79.5235044285, 43.6459279386)}"
4327,460,8535197,Grade Learning School - Toronto Central Campus,,PR,,2300 Yonge St,Priv,8535197,2300,Yonge St,2300 Yonge St,M4P 1E4,former Toronto,Toronto,,104008,8535198,2300,,,,4733,312917.28,4840583.711,43.70715757,-79.39908353,"{u'type': u'Point', u'coordinates': (-79.3990835234, 43.7071575758)}"
4328,461,4368221,Grade Learning School - Toronto North Campus,,PR,,1315 Finch Ave W,Priv,4368221,1315,Finch Ave W,1315 Finch Ave W,M3J 2G6,North York,Toronto,,104008,4368195,1315,,,,1610,305651.775,4846841.468,43.76353016,-79.48922673,"{u'type': u'Point', u'coordinates': (-79.4892267387, 43.76353016)}"
4329,462,9085562,Grand Avenue Montessori School,,PR,,602 The Queensway,Priv,9085562,602,The Queensway,602 The Queensway,M8Y 1K1,Etobicoke,Toronto,,115001,9085559,602,,,,2603,305206.304,4831830.896,43.62842332,-79.49477091,"{u'type': u'Point', u'coordinates': (-79.4947676368, 43.6284147426)}"
4330,463,30013530,Great Lyn International Academy,,PR,,4789 Yonge St,Priv,30013530,4789,Yonge St,4789 Yonge St,M2N 0G3,North York,Toronto,,104008,9065947,4789,,,,4733,312018.11,4846601.678,43.76134607,-79.41016374,"{u'type': u'Point', u'coordinates': (-79.4101604913, 43.76133747)}"
4331,464,9178016,Greenholme Jr Middle School,,EP,Toronto District School Board,10 Jamestown Cres,English Public,9178016,10,Jamestown Cres,10 Jamestown Cres,M9V 3M5,Etobicoke,Toronto,Greenholme Public School,102001,30081010,10,,,,1870,298105.651,4843683.245,43.73507153,-79.58290811,"{u'type': u'Point', u'coordinates': (-79.5829081121, 43.7350715356)}"
4332,465,13967814,Greenland Public School,,EP,Toronto District School Board,15 Greenland Rd,English Public,13967814,15,Greenland Rd,15 Greenland Rd,M3C 1N1,North York,Toronto,Greenland Public School,102001,443122,15,,,,5751,317791.41,4843529.694,43.73361563,-79.33853616,"{u'type': u'Point', u'coordinates': (-79.3385329308, 43.733607038)}"
4333,466,2329382,Greenwood College School,,PR,,443 Mount Pleasant Rd,Priv,2329382,443,Mount Pleasant Rd,443 Mount Pleasant Rd,M4S 2L8,former Toronto,Toronto,,104008,2326208,443,,,,4022,313937.057,4839818.164,43.70026383,-79.38644636,"{u'type': u'Point', u'coordinates': (-79.3864431221, 43.7002552402)}"
4334,467,6624393,Greenwood Secondary School,,EP,Toronto District School Board,800 Greenwood Ave,English Public,6624393,800,Greenwood Ave,800 Greenwood Ave,M4J 4B7,former Toronto,Toronto,Danforth Collegiate & T.I.,102002,6620281,800,,,,181,318160.619,4837890.243,43.68284732,-79.33409278,"{u'type': u'Point', u'coordinates': (-79.3340895607, 43.6828387343)}"
4335,468,523752,Grenoble Public School,,EP,Toronto District School Board,9 Grenoble Dr,English Public,523752,9,Grenoble Dr,9 Grenoble Dr,M3C 1C3,North York,Toronto,Grenoble Public School,102001,30093281,9,,,,5756,318301.468,4841494.099,43.71527454,-79.33225251,"{u'type': u'Point', u'coordinates': (-79.3322525094, 43.7152745422)}"
4336,469,398141,Grey Owl Jr Public School,,EP,Toronto District School Board,150 Wickson Trl,English Public,398141,150,Wickson Trl,150 Wickson Trl,M1B 1M4,Scarborough,Toronto,Grey Owl Junior Public School,102001,104613,150,,,,9227,327852.686,4851375.994,43.80399791,-79.21330352,"{u'type': u'Point', u'coordinates': (-79.2133003232, 43.8039892966)}"
4337,470,9171889,Griffin Centre School,,PR,,1126 Finch Ave W,Priv,9171889,1126,Finch Ave W,1126 Finch Ave W,M3J 3J6,North York,Toronto,,115001,9171301,1126,,,,1610,306715.162,4847338.225,43.76799943,-79.47601799,"{u'type': u'Point', u'coordinates': (-79.4760179897, 43.7679994333)}"
4338,471,4166113,Guildwood Jr Public School,,EP,Toronto District School Board,225 Livingston Rd,English Public,4166113,225,Livingston Rd,225 Livingston Rd,M1E 1L8,Scarborough,Toronto,Guildwood Junior Public School,102001,4165928,225,,,,8348,328945.19,4845472.976,43.75082968,-79.19998986,"{u'type': u'Point', u'coordinates': (-79.1999866838, 43.7508210712)}"
4339,472,13967820,Gulfstream Public School,,EP,Toronto District School Board,20 Gulfstream Rd,English Public,13967820,20,Gulfstream Rd,20 Gulfstream Rd,M9M 1S3,North York,Toronto,Gulfstream Public School,102001,442891,20,,,,5766,301400.443,4844125.817,43.73908657,-79.54201309,"{u'type': u'Point', u'coordinates': (-79.5420098021, 43.7390779789)}"
4340,473,361168,H A Halbert Jr Public School,,EP,Toronto District School Board,25 Halbert Place,English Public,361168,25,Halbert Pl,25 Halbert Pl,M1M 0E1,Scarborough,Toronto,H. A. Halbert Junior Public School,102001,111483,25,,,,8056,326396.588,4842890.071,43.7276496,-79.23173606,"{u'type': u'Point', u'coordinates': (-79.2317360672, 43.727649596)}"
4341,474,7074422,H J Alexander Community School,,EP,Toronto District School Board,30 King St,English Public,7074422,30,King St,30 King St,M9N 1K9,York,Toronto,H. J. Alexander Community School,102001,7074419,30,,,,9748,303128.385,4840060.928,43.70250241,-79.52054755,"{u'type': u'Point', u'coordinates': (-79.5205442645, 43.7024938256)}"
4342,475,800591,Hansa Language Centre School - Eglinton Campus,,PR,,51 Eglinton Ave E,Priv,800591,51,Eglinton Ave E,51 Eglinton Ave E,M4P 1G7,former Toronto,Toronto,,104008,1138300,51,,,,125,313134.973,4840562.721,43.70697485,-79.39638596,"{u'type': u'Point', u'coordinates': (-79.3963827147, 43.7069662587)}"
4343,476,7323456,Hansa Language Centre School - Yonge Campus,,PR,,2160 Yonge St,Priv,7323456,2160,Yonge St,2160 Yonge St,M4S 2A8,former Toronto,Toronto,Msgr. Fraser College (Alternate Site),102004,7323448,2160,,,,4733,312997.39,4840221.935,43.70390902,-79.39809822,"{u'type': u'Point', u'coordinates': (-79.3980949795, 43.7039004341)}"
4344,477,20237239,Hanson Canada School - North York Campus,,PR,,155 Consumers Rd,Priv,20237239,155,Consumers Rd,155 Consumers Rd,M2J 0A3,North York,Toronto,,113001,438551,155,,,,5264,318251.543,4847930.399,43.7732192,-79.33271484,"{u'type': u'Point', u'coordinates': (-79.3327116127, 43.7732105926)}"
4345,478,11901997,Hanson International Academy,,PR,,36 Eglinton Ave W,Priv,11901997,36,Eglinton Ave W,36 Eglinton Ave W,M4R 1A1,former Toronto,Toronto,,104008,11901981,36,,,,571,312846.657,4840521.122,43.706595,-79.39996076,"{u'type': u'Point', u'coordinates': (-79.399960754, 43.7065950023)}"
4346,479,9344971,Harbord Collegiate Institute,,EP,Toronto District School Board,286 Harbord St,English Public,9344971,286,Harbord St,286 Harbord St,M6G 1G5,former Toronto,Toronto,Harbord Collegiate Institute,102002,30074125,286,,,,3605,311698.886,4835486.534,43.66128952,-79.41426662,"{u'type': u'Point', u'coordinates': (-79.4142666153, 43.6612895165)}"
4347,480,525261,Harrison Public School,,EP,Toronto District School Board,81 Harrison Rd,English Public,525261,81,Harrison Rd,81 Harrison Rd,M2L 1V9,North York,Toronto,Harrison Public School,102001,440270,81,,,,5792,314663.935,4846164.164,43.75737707,-79.37731186,"{u'type': u'Point', u'coordinates': (-79.3773086129, 43.7573684747)}"
4348,481,66887,Harwood Public School,,EP,Toronto District School Board,50 Leigh St,English Public,66887,50,Leigh St,50 Leigh St,M6N 3X3,York,Toronto,Harwood Junior Public School,102001,30098556,50,,,,736,306524.778,4837138.143,43.67618592,-79.47841248,"{u'type': u'Point', u'coordinates': (-79.4784124771, 43.6761859128)}"
4349,482,14077730,Havergal College,,PR,,1451 Avenue Rd,Priv,14077730,1451,Avenue Rd,1451 Avenue Rd,M5N 2H9,former Toronto,Toronto,,102005,444986,1451,,,,2924,311736.401,4842048.82,43.72036634,-79.41372085,"{u'type': u'Point', u'coordinates': (-79.4137176065, 43.7203577469)}"
4350,483,559940,Hawthorn School for Girls,,PR,,101 Scarsdale Rd,Priv,559940,101,Scarsdale Rd,101 Scarsdale Rd,M3B 2R2,North York,Toronto,,113001,30084194,101,,,,6662,316479.031,4845521.284,43.75155558,-79.35478141,"{u'type': u'Point', u'coordinates': (-79.3547814075, 43.7515555826)}"
4351,484,8740418,Hawthorne Two Bilingual Alternative Junior School,,EP,Toronto District School Board,50 Essex St,English Public,8740418,50,Essex St,50 Essex St,M6G 1T3,former Toronto,Toronto,Essex Public School,102001,30017326,50,,,,3408,311052.759,4836259.579,43.66826233,-79.42227134,"{u'type': u'Point', u'coordinates': (-79.4222680937, 43.6682537489)}"
4352,485,11484425,Head Start Montessori School,,PR,,2235 Sheppard Ave E,Priv,11484425,2235,Sheppard Ave E,2235 Sheppard Ave E,M2J 5B5,North York,Toronto,,112001,20091649,2235,,,,6698,318642.79,4847877.21,43.77272465,-79.32785296,"{u'type': u'Point', u'coordinates': (-79.3278529666, 43.7727246509)}"
4353,486,386802,Heather Heights Jr Public School,,EP,Toronto District School Board,80 Slan Ave,English Public,386802,80,Slan Ave,80 Slan Ave,M1G 3B5,Scarborough,Toronto,Heather Heights Junior Public School,102001,107600,80,,,,8966,327721.347,4848172.24,43.77516449,-79.21507191,"{u'type': u'Point', u'coordinates': (-79.2150687264, 43.7751558784)}"
4354,487,369701,Henry Hudson Sr Public School,,EP,Toronto District School Board,350 Orton Park Rd,English Public,369701,350,Orton Park Rd,350 Orton Park Rd,M1G 3H4,Scarborough,Toronto,Henry Hudson Junior Public School,102001,107222,350,,,,8622,327768.776,4848459.182,43.77774579,-79.21447056,"{u'type': u'Point', u'coordinates': (-79.2144673665, 43.7777371787)}"
4355,488,6321693,Henry Kelsey Sr Public School,,EP,Toronto District School Board,1200 Huntingwood Dr,English Public,6321693,1200,Huntingwood Dr,1200 Huntingwood Dr,M1S 1K7,Scarborough,Toronto,Henry Kelsey Senior Public School,102001,30002255,1200,,,,8150,322726.787,4850733.334,43.7983542,-79.27703142,"{u'type': u'Point', u'coordinates': (-79.277028209, 43.7983455903)}"
4356,489,3083034,Heritage International School,,PR,,1 Garnier Court,Priv,3083034,1,Garnier Crt,1 Garnier Crt,M2M 4C7,North York,Toronto,,100001,3083026,1,,,,5662,313288.058,4850812.865,43.79923788,-79.39432569,"{u'type': u'Point', u'coordinates': (-79.39432243, 43.7992292737)}"
4357,490,9246459,Heritage Park Public School,,EP,Toronto District School Board,80 Old Finch Ave,English Public,9246459,80,Old Finch Ave,80 Old Finch Ave,M1B 5J2,Scarborough,Toronto,Heritage Park Public School,115001,30074026,80,,,,10252,328294.93,4853306.359,43.82135089,-79.20772016,"{u'type': u'Point', u'coordinates': (-79.2077201586, 43.8213508851)}"
4358,491,6350039,Heydon Park Secondary School,,EP,Toronto District School Board,70 D'Arcy St,English Public,6350039,70,D'Arcy St,70 D'Arcy St,M5T 1K1,former Toronto,Toronto,Heydon Park Secondary School,102002,6349994,70,,,,3262,313291.175,4834785.652,43.65497319,-79.39453799,"{u'type': u'Point', u'coordinates': (-79.3945347524, 43.6549646089)}"
4359,492,7992305,High Park Alternative Jr School,,EP,Toronto District School Board,265 Annette St,English Public,7992305,265,Annette St,265 Annette St,M6P 1R3,former Toronto,Toronto,Annette Street Public School,102001,7987734,265,,,,2890,306975.369,4835498.219,43.66143177,-79.47283454,"{u'type': u'Point', u'coordinates': (-79.4728312798, 43.6614231859)}"
4361,494,820461,High Park Gardens Montessori School,,PR,,35 High Park Gardens,Priv,820461,35,High Park Gdns,35 High Park Gdns,M6R 1S8,former Toronto,Toronto,,102001,1145821,35,,,,3662,308221.418,4834078.652,43.64864923,-79.45739478,"{u'type': u'Point', u'coordinates': (-79.4573915229, 43.6486406468)}"
4362,495,363718,Highcastle Public School,,EP,Toronto District School Board,370 Military  Trl,English Public,363718,370,Military Trl,370 Military Trl,M1E 4E6,Scarborough,Toronto,Highcastle Public School,102001,106480,370,,,,8501,327924.025,4849462.3,43.78677021,-79.21249882,"{u'type': u'Point', u'coordinates': (-79.2124956285, 43.7867616022)}"
4363,496,4933017,Higher Marks Educational Institute School,,PR,,87 Thornmount Dr,Priv,4933017,87,Thornmount Dr,87 Thornmount Dr,M1B 5S5,Scarborough,Toronto,,113001,4933019,87,,,,9080,329302.725,4851567.253,43.80567311,-79.19527345,"{u'type': u'Point', u'coordinates': (-79.1952702684, 43.8056644949)}"
4364,497,1020028,Highfield Jr School,,EP,Toronto District School Board,85 Mount Olive Dr,English Public,1020028,85,Mount Olive Dr,85 Mount Olive Dr,M9V 2C9,Etobicoke,Toronto,Highfield Public School,102001,906730,85,,,,2145,297599.566,4844850.729,43.74558426,-79.58920987,"{u'type': u'Point', u'coordinates': (-79.5892065593, 43.7455756712)}"
4365,498,363876,Highland Creek Public School,,EP,Toronto District School Board,1410 Military  Trl,English Public,363876,1410,Military Trl,1410 Military Trl,M1C 1A8,Scarborough,Toronto,Highland Creek Public School,102001,106744,1410,,,,8501,330665.863,4849110.073,43.78350952,-79.17844948,"{u'type': u'Point', u'coordinates': (-79.1784462927, 43.783500901)}"
4366,499,4812502,Highland Heights Jr Public School,,EP,Toronto District School Board,35 Glendower Crct,English Public,4812502,35,Glendower Crct,35 Glendower Crct,M1T 2Z3,Scarborough,Toronto,Highland Heights Public School,102001,4812493,35,,,,11111,320858.197,4850292.457,43.79442852,-79.30026556,"{u'type': u'Point', u'coordinates': (-79.3002623455, 43.7944199052)}"
4367,500,4786681,Highland Middle School,,EP,Toronto District School Board,201 Cliffwood Rd,English Public,4786681,201,Cliffwood Rd,201 Cliffwood Rd,M2H 3B5,North York,Toronto,Highland Junior High School,102001,30100875,201,,,,5225,316414.762,4851665.363,43.80686038,-79.35544809,"{u'type': u'Point', u'coordinates': (-79.3554480857, 43.8068603785)}"
4368,501,2119836,Highview Public School,,EP,Toronto District School Board,22 Highview Ave,English Public,2119836,22,Highview Ave,22 Highview Ave,M3M 1C4,North York,Toronto,Highview Public School,102001,14610668,22,,,,5835,305007.408,4842222.207,43.72195964,-79.49723354,"{u'type': u'Point', u'coordinates': (-79.49723027, 43.7219510503)}"
4369,502,821864,Hillcrest Community School,,EP,Toronto District School Board,44 Hilton Ave,English Public,821864,44,Hilton Ave,44 Hilton Ave,M5R 3E6,former Toronto,Toronto,Hillcrest Community School,102001,1140608,44,,,,3683,311569.58,4837458.6,43.67905104,-79.41584802,"{u'type': u'Point', u'coordinates': (-79.41584478, 43.6790424543)}"
4370,503,552379,Hillcrest Progressive School,,PR,,59 Plymbridge Rd,Priv,552379,59,Plymbridge Rd,59 Plymbridge Rd,M2P 1A2,North York,Toronto,,102001,442452,59,,,,6453,313021.947,4844312.758,43.74073182,-79.39773111,"{u'type': u'Point', u'coordinates': (-79.3977278647, 43.7407232262)}"
4371,504,542014,Hillmount Public School,,EP,Toronto District School Board,245 McNicoll Ave,English Public,542014,245,McNicoll Ave,245 McNicoll Ave,M2H 2C6,North York,Toronto,Hillmount Public School,102001,436436,245,,,,6195,316796.125,4850838.038,43.7994162,-79.35072975,"{u'type': u'Point', u'coordinates': (-79.3507265117, 43.7994075939)}"
4372,505,9311721,Hillside Montessori School,,PR,,76 Anglesey Blvd,Priv,9311721,76,Anglesey Blvd,76 Anglesey Blvd,M9A 3C1,Etobicoke,Toronto,Humber Valley United Church,109001,9311720,76,,,,1045,302446.33,4835911.009,43.66514579,-79.52899029,"{u'type': u'Point', u'coordinates': (-79.528987009, 43.6651372056)}"
4373,506,13497250,Hillside Outdoor Education School,,EP,Toronto District School Board,2259 Meadowvale Rd,English Public,13497250,2259,Meadowvale Rd,2259 Meadowvale Rd,M1X 1R2,Scarborough,Toronto,,115001,102945,2259,,,,8470,330599.474,4854016.765,43.82766898,-79.17903679,"{u'type': u'Point', u'coordinates': (-79.1790367956, 43.8276689813)}"
4374,507,1039711,Hilltop Middle School,,EP,Toronto District School Board,35 Trehorne Dr,English Public,1039711,35,Trehorne Dr,35 Trehorne Dr,M9P 1N8,Etobicoke,Toronto,Hilltop Middle Public School,106007,908943,35,,,,2653,302118.449,4838613.604,43.68947132,-79.5330703,"{u'type': u'Point', u'coordinates': (-79.5330670072, 43.689462738)}"
4375,508,7324242,Hodgson Middle School,,EP,Toronto District School Board,282 Davisville Ave,English Public,7324242,282,Davisville Ave,282 Davisville Ave,M4S 1H2,former Toronto,Toronto,Hodgson Senior Public School,102001,7324227,282,,,,3271,314069.905,4839911.64,43.70110359,-79.38479654,"{u'type': u'Point', u'coordinates': (-79.3847932929, 43.701095002)}"
4376,509,1027148,Hollycrest Middle School,,EP,Toronto District School Board,630 Renforth Dr,English Public,1027148,630,Renforth Dr,630 Renforth Dr,M9C 2N6,Etobicoke,Toronto,Hollycrest Middle Public School,106007,910965,630,,,,2353,298112.982,4834910.266,43.6561128,-79.58271115,"{u'type': u'Point', u'coordinates': (-79.5827078549, 43.6561042239)}"
4377,510,528255,Hollywood Public School,,EP,Toronto District School Board,360 Hollywood Ave,English Public,528255,360,Hollywood Ave,360 Hollywood Ave,M2N 3L4,North York,Toronto,Hollywood Public School,102001,438817,360,,,,5854,313492.796,4847623.4,43.77052711,-79.39183238,"{u'type': u'Point', u'coordinates': (-79.3918291306, 43.7705185087)}"
4378,511,7667021,Holy Angels Catholic Elementary School,,ES,Toronto Catholic District School Board,65 Jutland Rd,English Separate,7667021,65,Jutland Rd,65 Jutland Rd,M8Z 2G6,Etobicoke,Toronto,Holy Angels Catholic School,102003,7667011,65,,,,1889,303359.171,4831830.43,43.62841783,-79.51766053,"{u'type': u'Point', u'coordinates': (-79.5176572602, 43.6284092591)}"
4379,512,8855434,Holy Blossom Temple and Religious School,,PR,,1950 Bathurst St,Priv,8855434,1950,Bathurst St,1950 Bathurst St,M5P 3K9,York,Toronto,Holy Blossom Temple,109001,8855433,1950,,,,436,310808.552,4839594.853,43.69828582,-79.42526347,"{u'type': u'Point', u'coordinates': (-79.4252602179, 43.6982772341)}"
4380,513,12551948,Holy Child Catholic Elementary School,,ES,Toronto Catholic District School Board,850 Humberwood Blvd,English Separate,12551948,850,Humberwood Blvd,850 Humberwood Blvd,M9W 7A6,Etobicoke,Toronto,Humberwood Park,106007,30003276,850,,,,10534,295182.675,4842999.595,43.72888586,-79.61918188,"{u'type': u'Point', u'coordinates': (-79.6191818734, 43.7288858668)}"
